text,account_age,posting_frequency,label
"backpack for sale, ₱3,000. COD available within Tarlac City.",1013,0.07,0
Your BDO parcel with tracking #796851993 is out for delivery today.,434,0.46,0
"monitor for sale, ₱3,000. COD available within San Pedro.",713,1.79,0
Your Security Bank parcel with tracking #105317128 is out for delivery today.,1494,0.32,0
Your GoTyme parcel with tracking #396840031 is out for delivery today.,1665,1.85,0
Your BPI parcel with tracking #854178385 is out for delivery today.,271,5.51,0
"laptop bag for sale, ₱3,000. COD available within Cabuyao.",890,0.91,0
"sneakers for sale, ₱1,200. COD available within Bay.",92,4.69,0
"Selling monitor, complete accessories, willing to meet at a public place for safety.",273,6.56,0
Your BDO parcel with tracking #393722346 is out for delivery today.,1605,0.6,0
Your BPI parcel with tracking #977127368 is out for delivery today.,713,2.46,0
Your GCash parcel with tracking #106964353 is out for delivery today.,2534,2.05,0
Your UnionBank parcel with tracking #989082085 is out for delivery today.,2480,1.46,0
"air fryer for sale, ₱3,000. COD available within Los Baños.",2299,2.4,0
Your Metrobank parcel with tracking #207901621 is out for delivery today.,1685,1.26,0
"jacket for sale, ₱1,750. COD available within Calamba.",2038,0.98,0
"jacket for sale, ₱2,500. COD available within Biñan.",1118,2.02,0
Your LandBank parcel with tracking #435184344 is out for delivery today.,1069,0.25,0
"Pre-order office chair, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",1635,0.68,0
Your GCash parcel with tracking #299814832 is out for delivery today.,31,7.64,0
"monitor for sale, ₱1,200. COD available within San Pedro.",1554,0.84,0
"office chair for sale, ₱3,000. COD available within Calamba.",1711,2.07,0
Your Metrobank parcel with tracking #369183647 is out for delivery today.,1148,2.41,0
Your LandBank parcel with tracking #593811659 is out for delivery today.,1786,2.15,0
Your Metrobank parcel with tracking #752225803 is out for delivery today.,2415,0.76,0
Your BDO parcel with tracking #716521819 is out for delivery today.,1131,2.32,0
Your UnionBank parcel with tracking #781922857 is out for delivery today.,2647,1.86,0
Your BDO parcel with tracking #638632595 is out for delivery today.,2731,0.37,0
Your LandBank parcel with tracking #269676874 is out for delivery today.,735,0.08,0
Your LandBank parcel with tracking #307434216 is out for delivery today.,852,0.49,0
Your BDO parcel with tracking #868812172 is out for delivery today.,1109,2.19,0
Your GoTyme parcel with tracking #775066439 is out for delivery today.,1103,1.99,0
Your UnionBank parcel with tracking #396518932 is out for delivery today.,313,0.43,0
"Pre-order sneakers, ₱800 deposit required per store policy, balance on pickup with official receipt.",282,2.45,0
Your BPI parcel with tracking #726449654 is out for delivery today.,2963,0.51,0
Your UnionBank parcel with tracking #162469481 is out for delivery today.,1485,2.06,0
Your BDO parcel with tracking #996614434 is out for delivery today.,1088,0.4,0
"backpack for sale, ₱2,500. COD available within Calamba.",174,2.51,0
"laptop bag for sale, ₱3,000. COD available within Calamba.",2540,1.84,0
Your GCash parcel with tracking #521392040 is out for delivery today.,1652,2.01,0
Your BPI parcel with tracking #928052399 is out for delivery today.,2042,0.17,0
"sofa for sale, ₱3,000. COD available within Calamba.",465,2.43,0
"jacket for sale, ₱3,000. COD available within Calamba.",171,1.61,0
Your BPI parcel with tracking #899337112 is out for delivery today.,393,0.65,0
"Pre-order speaker, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",2035,0.42,0
"Pre-order office chair, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",2089,1.78,0
"Pre-order phone case, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",1095,0.33,0
"desk lamp for sale, ₱3,000. COD available within Bay.",956,1.89,0
Your Metrobank parcel with tracking #840247408 is out for delivery today.,1312,1.41,0
Your BDO parcel with tracking #211506539 is out for delivery today.,777,2.13,0
Your BPI parcel with tracking #215911543 is out for delivery today.,318,5.89,0
Your UnionBank parcel with tracking #345496912 is out for delivery today.,1150,1.69,0
Your GoTyme parcel with tracking #652373446 is out for delivery today.,1984,1.02,0
Your BDO parcel with tracking #520421941 is out for delivery today.,982,2.26,0
Your Security Bank parcel with tracking #312501107 is out for delivery today.,2040,1.21,0
Your BPI parcel with tracking #698158034 is out for delivery today.,2017,1.83,0
Your BDO parcel with tracking #813117612 is out for delivery today.,1792,1.85,0
Your LandBank parcel with tracking #375634883 is out for delivery today.,2393,0.21,0
"air fryer for sale, ₱800. COD available within Bay.",2376,0.49,0
"Pre-order desk lamp, ₱800 deposit required per store policy, balance on pickup with official receipt.",2377,2.14,0
"speaker for sale, ₱1,750. COD available within Calamba.",317,0.49,0
"jacket for sale, ₱3,000. COD available within San Pedro.",2461,2.36,0
Your BDO parcel with tracking #674962167 is out for delivery today.,1666,2.49,0
Your GCash parcel with tracking #962140979 is out for delivery today.,942,1.95,0
"Pre-order speaker, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",2901,0.24,0
Your BDO parcel with tracking #119711024 is out for delivery today.,245,7.8,0
"watch for sale, ₱800. COD available within Bay.",365,1.14,0
"Pre-order laptop bag, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",1209,2.43,0
"Pre-order jacket, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",2280,0.42,0
Your BDO parcel with tracking #361011471 is out for delivery today.,2758,1.76,0
Your BPI parcel with tracking #963439782 is out for delivery today.,1353,2.4,0
"watch for sale, ₱1,750. COD available within Biñan.",2256,0.07,0
"air fryer for sale, ₱1,200. COD available within Calamba.",1250,0.9,0
Your Security Bank parcel with tracking #172876910 is out for delivery today.,363,1.76,0
Your BPI parcel with tracking #434699034 is out for delivery today.,220,6.08,0
"speaker for sale, ₱2,500. COD available within Biñan.",591,2.25,0
Your Metrobank parcel with tracking #341907803 is out for delivery today.,1629,0.71,0
"laptop bag for sale, ₱2,500. COD available within Tarlac City.",2640,0.82,0
"air fryer for sale, ₱1,750. COD available within Tarlac City.",779,1.26,0
Your Metrobank parcel with tracking #358730751 is out for delivery today.,2964,1.57,0
Your BDO parcel with tracking #623212406 is out for delivery today.,522,2.05,0
Your LandBank parcel with tracking #136634295 is out for delivery today.,531,0.1,0
Your BPI parcel with tracking #333878016 is out for delivery today.,2038,1.98,0
Your Security Bank parcel with tracking #774786226 is out for delivery today.,2763,0.29,0
Your LandBank parcel with tracking #113648492 is out for delivery today.,2461,2.31,0
"phone case for sale, ₱800. COD available within Biñan.",2732,1.83,0
"jacket for sale, ₱3,000. COD available within Alaminos.",612,1.4,0
"watch for sale, ₱3,000. COD available within Alaminos.",910,2.14,0
Your GoTyme parcel with tracking #640474619 is out for delivery today.,2735,0.68,0
Your BDO parcel with tracking #430694549 is out for delivery today.,2549,2.33,0
"speaker for sale, ₱3,000. COD available within Tarlac City.",2041,1.27,0
"monitor for sale, ₱1,200. COD available within Bay.",467,2.24,0
"bike for sale, ₱2,500. COD available within Calamba.",1299,0.7,0
"laptop bag for sale, ₱1,750. COD available within Tarlac City.",312,2.49,0
Your GoTyme parcel with tracking #313175726 is out for delivery today.,1720,2.01,0
Your BPI parcel with tracking #426628964 is out for delivery today.,2955,0.45,0
"Pre-order backpack, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",37,2.36,0
Your UnionBank parcel with tracking #749457865 is out for delivery today.,174,7.47,0
Your Metrobank parcel with tracking #904992908 is out for delivery today.,2854,2.24,0
"Pre-order bike, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",2251,0.87,0
"blender for sale, ₱3,000. COD available within San Pedro.",506,2.3,0
Your LandBank parcel with tracking #569923558 is out for delivery today.,2134,2.06,0
Your GoTyme parcel with tracking #851305032 is out for delivery today.,2642,0.36,0
"Pre-order blender, ₱1,200 deposit required per store policy, balance on pickup with official receipt.",855,1.65,0
"phone case for sale, ₱1,750. COD available within Los Baños.",202,7.69,0
"Pre-order backpack, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",1151,0.73,0
Your LandBank parcel with tracking #568669285 is out for delivery today.,314,6.43,0
Your UnionBank parcel with tracking #448382216 is out for delivery today.,2606,2.08,0
Your LandBank parcel with tracking #491955977 is out for delivery today.,1492,1.91,0
"Pre-order sofa, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",2010,0.27,0
Your GCash parcel with tracking #423617106 is out for delivery today.,281,3.92,0
Your Maya parcel with tracking #703916895 is out for delivery today.,933,2.31,0
"speaker for sale, ₱3,000. COD available within Los Baños.",2892,0.44,0
"phone case for sale, ₱800. COD available within Los Baños.",2322,1.07,0
Your LandBank parcel with tracking #206272122 is out for delivery today.,316,3.79,0
"monitor for sale, ₱1,200. COD available within Biñan.",287,6.87,0
Your GCash parcel with tracking #208451236 is out for delivery today.,703,0.48,0
Your Security Bank parcel with tracking #125578648 is out for delivery today.,803,1.73,0
"bike for sale, ₱2,500. COD available within Tarlac City.",2206,0.52,0
Your GCash parcel with tracking #823874089 is out for delivery today.,1157,0.56,0
"watch for sale, ₱1,200. COD available within San Pedro.",1713,0.1,0
Your Metrobank parcel with tracking #875972936 is out for delivery today.,798,0.11,0
Your Maya parcel with tracking #802546838 is out for delivery today.,300,7.39,0
"desk lamp for sale, ₱1,200. COD available within Bay.",2880,1.74,0
"phone case for sale, ₱1,200. COD available within Tarlac City.",833,1.14,0
DTI advisory: Please be reminded that we do not process claims through Facebook Messenger.,503,0.31,0
Your LandBank parcel with tracking #237360793 is out for delivery today.,2363,1.78,0
"bike for sale, ₱1,750. COD available within Calamba.",48,1.17,0
Your BPI parcel with tracking #797761597 is out for delivery today.,631,1.54,0
Your LandBank parcel with tracking #916201706 is out for delivery today.,126,5.99,0
"Pre-order desk lamp, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",1335,2.39,0
"watch for sale, ₱2,500. COD available within Alaminos.",1908,1.14,0
Your GoTyme parcel with tracking #867385630 is out for delivery today.,2898,1.48,0
Your Metrobank parcel with tracking #961979125 is out for delivery today.,50,2.99,0
"phone case for sale, ₱3,000. COD available within Cabuyao.",2648,0.22,0
Your GoTyme parcel with tracking #693818113 is out for delivery today.,2040,1.14,0
"laptop bag for sale, ₱2,500. COD available within San Pedro.",1805,1.49,0
Your UnionBank parcel with tracking #585755223 is out for delivery today.,705,2.09,0
Your GCash parcel with tracking #214207413 is out for delivery today.,362,2.31,0
"Pre-order monitor, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",156,2.65,0
Your Security Bank parcel with tracking #551304584 is out for delivery today.,350,6.13,0
"Pre-order sneakers, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",2166,1.15,0
"bike for sale, ₱3,000. COD available within Tarlac City.",339,7.24,0
"jacket for sale, ₱3,000. COD available within Cabuyao.",1913,0.61,0
"Pre-order sofa, ₱1,750 deposit required per store policy, balance on pickup with official receipt.",396,2.22,0
Your BDO parcel with tracking #195235778 is out for delivery today.,1587,0.8,0
"sneakers for sale, ₱3,000. COD available within Bay.",2312,0.99,0
Your GoTyme parcel with tracking #692186209 is out for delivery today.,665,2.36,0
Your BDO parcel with tracking #778266973 is out for delivery today.,380,1.27,0
"phone case for sale, ₱800. COD available within Bay.",324,1.91,0
Your BPI parcel with tracking #554311042 is out for delivery today.,1608,0.68,0
"watch for sale, ₱2,500. COD available within Cabuyao.",1040,1.8,0
Your BDO parcel with tracking #211780190 is out for delivery today.,2729,0.48,0
"jacket for sale, ₱3,000. COD available within Bay.",1724,2.41,0
Your Maya parcel with tracking #727034821 is out for delivery today.,2066,1.03,0
Your LandBank parcel with tracking #421086113 is out for delivery today.,201,6.85,0
Your UnionBank parcel with tracking #196599742 is out for delivery today.,284,4.79,0
Your GCash parcel with tracking #974437377 is out for delivery today.,2940,0.22,0
"Pre-order monitor, ₱3,000 deposit required per store policy, balance on pickup with official receipt.",2470,0.14,0
Your Metrobank parcel with tracking #500391356 is out for delivery today.,1549,0.14,0
Your GoTyme parcel with tracking #231025541 is out for delivery today.,863,2.14,0
"Pre-order air fryer, ₱800 deposit required per store policy, balance on pickup with official receipt.",101,1.2,0
"phone case for sale, ₱2,500. COD available within Bay.",543,1.68,0
Your BDO parcel with tracking #289202881 is out for delivery today.,59,3.88,0
Your BDO parcel with tracking #189839662 is out for delivery today.,2516,0.11,0
Your Metrobank parcel with tracking #551663819 is out for delivery today.,1458,1.96,0
Your LandBank parcel with tracking #987456548 is out for delivery today.,359,5.28,0
"watch for sale, ₱2,500. COD available within Los Baños.",1076,2.02,0
"monitor for sale, ₱1,750. COD available within Los Baños.",1056,1.35,0
Your BPI parcel with tracking #844343233 is out for delivery today.,704,0.1,0
Your UnionBank parcel with tracking #653725956 is out for delivery today.,603,0.46,0
"office chair for sale, ₱3,000. COD available within Tarlac City.",2717,0.32,0
Your Metrobank parcel with tracking #803883000 is out for delivery today.,2641,1.76,0
"office chair for sale, ₱2,500. COD available within Cabuyao.",2587,0.8,0
Your BPI parcel with tracking #372677852 is out for delivery today.,1390,0.63,0
"Pre-order sofa, ₱2,500 deposit required per store policy, balance on pickup with official receipt.",1828,1.74,0
