text,account_age,posting_frequency,label
"Hiring kami ng video liker! ₱25,000 ang salary per month. Walang experience needed. Apply na: bit.ly/earn6953. Ref 6146.",43,12.36,1
"Good news — pre-approved ka for a personal loan of ₱1,000,000! Processing fee lang ng ₱300, release within isang buwan. link.ph/7082. Ref 4040.",388,9.16,1
"Loan approved po! ₱50,000 ang amount. I-deposit mo lang yung ₱200 processing fee sa Maya para ma-release agad. Ref 1057.",103,3.28,1
Nag-sell ako ng preloved items online. Decluttering while earning! Note 9585.,1915,18.72,0
We sent a verification code to your number. Please enter it at cutt.ly/9515 to confirm your BPI transaction. Ref 9639.,584,9.51,1
Salamat sa Diyos sa lahat ng biyaya. Hindi madali pero kinakaya. Note 4111.,322,3.4,0
"After work! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. At least productive ang araw. Note 0877.",1679,0.51,0
BPI notice: Your account has been temporarily suspended. Please verify your identity at cutt.ly/4020 to restore access. Ref 3982.,232,5.2,1
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0311.",59,17.82,1
Received my 13th month pay! Going straight to savings. Wag na mag-shopping haha. Note 9277.,52,0.14,0
Nag-open ako ng separate account for travel savings. Hopefully enough na by next year. Note 2124.,1921,2.65,0
"Board exam results are out next week. Lord, please! 🙏 Note 9422.",249,1.59,0
Ang viral nung dance challenge sa TikTok. Na-try ko pero fail haha. Note 7723.,1064,6.26,0
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0811.",19,7.47,1
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners. Ref 0826.",34,8.41,1
Nag-request ako ng account recovery sa EastWest Bank. Pwede mo ba i-forward yung code na matatanggap mo? Wala kasi akong access sa number ko.,56,10.1,1
"Our AI trading bot earned our members ₱10,000 last week alone! Start investing: bit.ly/earn1501. Zero risk. Ref 9402.",29,12.4,1
Celebrated my grandparent's anniversary. 50 years together — true love! Note 8404.,1008,1.49,0
Nag-aral ako buong gabi for the midterms. Coffee is my best friend. Note 6243.,2179,1.72,0
Praise God for the financial breakthrough! Finally paid off all my debts. 🙏 Note 2245.,1634,1.59,0
"Grabe, ang bilis ma-approve! ₱50,000 loan ko, ₱999 lang binayad ko. Legit talaga: tinyurl.com/free9912. Ref 3133.",106,2.8,1
BDO notice: A security review is required. Please review the transaction immediately using the page sent in this message before your access is restricted. Ref 0231.,39,29.48,1
Ang galing ng soundtrack ng anime! On repeat sa playlist ko. 🎵 Note 9685.,1894,1.86,0
Nag-try ako ng samgyupsal for the first time. Worth the hype! Note 4789.,1148,2.94,0
TODAY ONLY: Invest ₱750 and get 3x returns by tomorrow! Slots filling up fast: tinyurl.com/free8071. Ref 8953.,24,13.82,1
"Fast loan approval! 30 minutes lang and ₱50,000 na agad sa account mo. Apply here: link.ph/1543. Ref 2426.",31,15.73,1
Nag-jogging ako kanina sa park. Ang refreshing ng morning air. Note 1637.,1742,2.54,0
Ang daming deadline this week. Sana matapos ko lahat on time! Note 1986.,166,2.32,0
Just passed my certification exam! One step closer to my dream career. Note 8882.,660,12.92,0
"Uy, nag-trigger ng security alert yung EastWest Bank ko. Na-send yung code sa old number. Pwede mo ba i-send sakin?",828,20.57,1
Nag-grocery ako sa Ortigas kanina. Ang daming tao. Note 2691.,14,1.56,0
May God bless our hardworking frontliners and healthcare workers. 🙏 Note 8034.,132,1.93,0
"Gusto mo kumita habang naka-phone lang? Like products and earn ₱2,000 daily. Proven: forms.gle/8094. Ref 9867.",645,6.75,1
"Mga lods, may work-from-home encoding daw na earn ₱3,000 to ₱8,000 daily. PM me for the registration link; legit daw and maraming payout screenshots. Ref 0420.",12,6.31,1
"Invest ₱100 today and earn ₱1,000,000 in just 24 hours! 100% legit with SEC registration. tinyurl.com/free5870. Ref 8578.",45,11.61,1
Action required: Maya account verification pending. Complete the process at shorturl.at/1005 to avoid service interruption. Ref 5563.,111,12.36,1
Sunday well spent brings a week of content. Happy Sabbath everyone! Note 8451.,861,1.5,0
Update: Our rider said your area is non-COD. Please transfer $500 via Coins.ph for delivery. Ref 1113.,25,16.7,1
Nag-attend ako ng company training today. Ang dami kong natutunan! Note 9420.,1240,1.63,0
Today felt simple: naglinis ako ng garden. Worth it yung effort. Note 0375.,1603,2.89,0
Today felt simple: finally napanood ko yung movie. Back to reality tomorrow haha. Note 0369.,1021,0.82,0
"Work from home opportunity — like and review products for ₱3,000/day! Free training provided. t.me/group9976. Ref 5980.",288,10.24,1
Supplier direct! iPhone 15 Pro Max for resellers — ₱750 lang per piece. MOQ 20. PM for price list. Ref 5096.,51,5.71,1
"Guys, nakita ko itong government assistance offer opportunity and ang promise ay receive a crypto bonus instantly. click the link in the post. first come, first served. Ref 0107.",11,15.04,1
"His grace is sufficient. Whatever you're going through, trust the process. 🙏 Note 6859.",5,1.89,0
"Attention po! If you want shopping voucher promo, they claim you can get a commission for every successful invite. send your details to the coordinator and don't miss it. huwag palampasin kung kailangan mo ng extra income. Ref 0004.",40,11.92,1
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sana mas relaxed ang next few days. Note 0683.",1768,2.45,0
"Happy Sunday, bumalik ako sa gym. Ang simple ng araw pero okay lang. Small progress is still progress. Note 0582.",2775,0.1,0
Celebrated our anniversary today. Grateful for this person. ❤️ Note 3272.,1090,0.95,0
"Join our VIP crypto trading group and receive guaranteed daily profits of ₱15,000! Limited slots. forms.gle/6166. Ref 5668.",28,3.52,1
"Counting my blessings today: health, family, friends. What more can I ask for? Note 3693.",607,8.31,0
"Good news! If you want mobile earning app, they claim you can unlock a bonus after three referrals. message me ASAP and don't miss it. sayang kung ma-late ka. Ref 0779.",35,27.14,1
Hiring data encoder for Australia — process within isang buwan! All expenses paid. Legit agency. forms.gle/5821. Ref 7004.,10,13.63,1
Finally bought the smartwatch I've been eyeing for months. Reward ko sa sarili ko! Note 3349.,48,0.53,0
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. connect your wallet for verification, lods. open until midnight only. Ref 0458.",38,22.03,1
"Good news! If you want crypto airdrop, they claim you can get paid for simple tasks. message me ASAP and don't miss it. sayang kung ma-late ka. Ref 0609.",45,8.15,1
"Isang araw lang may ₱100,000 na ako. Kung gusto mo matuto, click mo to: forms.gle/3404. Legit yan promise! Ref 8983.",5,3.25,1
Happy Easter everyone! Let us celebrate the risen King! 🐣✝️ Note 8569.,2140,2.37,0
Sunday well spent brings a week of content. Happy Sabbath everyone! Note 2169.,85,1.01,0
"May verification code na na-send yung GrabPay sa number mo. Para sa ₱7,500 na cash-out ko yun. Paki-send please!",140,18.06,1
"Random update: nakahanap ako ng tahimik na café. Walang grand plan, enjoy lang muna. Note 0746.",2477,2.36,0
"GSIS member? You qualify for an emergency loan of ₱50,000. One-time fee of ₱500: cutt.ly/7993. Ref 8313.",84,2.04,1
EastWest Bank notice: Unusual activity was detected. Please confirm your mobile number using the page sent in this message before your access is restricted. Ref 2994.,2,19.72,1
"May bago nanaman na earning app! ₱1,000 sign up bonus. Withdraw agad sa GCash! cutt.ly/4738. Ref 9600.",5,10.27,1
Nagtitipid talaga ako ngayon kasi gusto ko mag-invest sa mutual fund next year. Note 6711.,1873,0.89,0
"Selling brand new Samsung Galaxy S24 — only $1,000! Limited stocks. PM to order. First come, first served! Ref 8319.",1699,9.85,1
Your BPI account has been compromised. Please update your information immediately at cutt.ly/8541. Failure to do so will result in permanent suspension. Ref 8675.,51,28.68,1
Random update: sobrang kulit ng aso namin. Simple things pero nakaka-good mood. Note 0560.,641,2.21,0
Mother's Day is coming! Time to plan something special for mama. Note 2397.,1064,1.49,0
"Imported mountain bike from Australia! Only ₱1,000. Authentic, with receipt. Full payment = priority shipping. Ref 1578.",60,10.5,1
"Di ka maniniwala — ₱200 lang nilagay ko, naging ₱7,500 in 3 days! Real talk. PM me or go to t.me/group5217. Ref 9835.",3,9.11,1
"Selling preloved Air Jordan — $100 na lang. Slightly used, good condition. GCash/Maya payment. PM me. Ref 7566.",36,22.51,1
"Your credit limit has been increased to ₱100,000. Activate now by paying ₱100: t.me/group6743. Ref 3078.",788,8.13,1
Sana may season 2 yung documentary. Ang bitin ng ending eh! Note 2691.,2220,1.32,0
"Attention po! If you want free data promo, they claim you can earn passive income from your phone. Send your details to the coordinator and don't miss it. no experience needed, perfect for beginners. Ref 6056.",55,2.24,1
Ang saya — na-regularize na ako sa company! 6 months of probation done. Note 3858.,1203,1.67,0
"Lods, legit lending yan. ₱500,000 agad ma-aapprove ka basta magbayad ka lang ng ₱500 processing fee. Try mo: link.ph/9703. Ref 6134.",1942,9.31,1
Nag-running kami ng barkada. Ang saya kahit pawisan na lahat! Note 1272.,26,2.22,0
"Good morning! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. At least productive ang araw. Note 0697.",425,2.43,0
BPI notice: Your online banking access is expiring. Please review the transaction immediately using the page sent in this message before your access is restricted. Ref 0022.,46,18.05,1
Unauthorized login detected on your Coins.ph. We've sent a security code — please reply with it to block access.,52,23.59,1
Supplier direct! airpods for resellers — ₱100 lang per piece. MOQ 20. PM for price list. Ref 7327.,10,11.68,1
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners. Ref 0556.",4,16.5,1
"Quick heads-up, may investment pool daw na get guaranteed returns. Enter your account information; marami na raw kumikita dito. Ref 5976.",95,2.98,1
Walk-in interview for Taiwan jobs! online tutor — $200/month. Bring 2 valid IDs. Address: [meeting place]. Ref 3643.,29,20.39,1
Received my salary today and immediately set aside money for rent and utilities. Adulting talaga. Note 0190.,2565,0.66,0
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0801.",9,15.18,1
Surprise birthday party for mama! Ang saya ng reaction niya! 🎂 Note 9030.,318,11.63,0
"Sorry ha, nag-register ako sa BDO online pero lumang number ko na sayo na yung nakalagay. Pa-send ng OTP.",22,5.85,1
Nagtitipid talaga ako ngayon kasi gusto ko mag-invest sa mutual fund next year. Note 5380.,144,2.79,0
Nag-compare ako ng prices sa Lazada at Shopee. Shopee won this time! Note 8246.,26,0.41,0
First day at my new job! Excited and nervous at the same time. Note 4076.,785,1.04,0
"Our AI trading bot earned our members ₱20,000 last week alone! Start investing: link.ph/6310. Zero risk. Ref 8814.",44,3.92,1
Tried a new coffee shop sa Robinsons Galleria. Hindi naman masama yung latte nila. Note 6372.,2591,2.59,0
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sulit naman kahit pagod. Note 0521.",2260,1.85,0
Flash sale alert pero di ko na-checkout on time. Sayang! Next time na lang. Note 3126.,192,4.09,0
"Random update: nakahanap ako ng tahimik na café. Walang grand plan, enjoy lang muna. Note 0656.",1850,0.41,0
"RCBC nag-send ng text verification sa number mo for a ₱2,000 fund transfer. Cancel ko sana, pa-send ng code.",6,7.65,1
"Selling preloved laptop — $500 na lang. Slightly used, good condition. GCash/Maya payment. PM me. Ref 9070.",208,4.88,1
"Looking for virtual assistant? We're hiring — ₱2,000 monthly salary! Apply now: t.me/group1501. Ref 6697.",142,8.26,1
"Kindly settle the full amount of ₱20,000 before we ship. We don't offer COD for this item. Ref 3615.",7,3.07,1
"Keep the faith, lods. Hindi tayo pinababayaan ng Diyos. Laban lang! Note 7393.",342,4.74,0
Nag-concert kami kagabi! Ang saya ng experience! Best night ever! Note 3983.,1319,1.59,0
"Di ka maniniwala — ₱200 lang nilagay ko, naging ₱15,000 in isang buwan! Real talk. PM me or go to tinyurl.com/free9832. Ref 1823.",29,13.41,1
Nag-try ako ng samgyupsal for the first time. Worth the hype! Note 2089.,220,2.52,0
"No credit history needed! Get ₱200,000 approved today. Simple requirements + ₱999 fee: cutt.ly/3519. Ref 1894.",698,20.4,1
Nag-shopping kami ng mama para sa holiday preparations. Note 3595.,1594,1.86,0
"Mga lods, may referral program daw na make dollars without experience. PM me for the registration link; legit daw and maraming payout screenshots. Ref 0850.",22,24.92,1
"His grace is sufficient. Whatever you're going through, trust the process. 🙏 Note 6444.",1431,15.3,0
"Low-interest personal loan available! ₱500,000 limit. 1% monthly interest, walang fine print. Apply: cutt.ly/1163. Ref 6989.",365,17.78,1
"Looking for people interested in online tutor? Sabi nila withdraw earnings every afternoon, kahit beginner puwede. click the link in the post. Ref 6307.",73,0.98,1
"Instant cash advance up to ₱100,000! Get funds within the hour. Sign up fee: ₱250. bit.ly/earn5288. Ref 7568.",1852,5.77,1
Nag-rosary kami ng family kagabi. Ang peaceful ng feeling. Note 6951.,101,1.88,0
Got paid for a legitimate freelance project today. Deposited most of it and kept a little for weekend food. Note 0138.,2923,1.15,0
Ang viral nung dance challenge sa TikTok. Na-try ko pero fail haha. Note 5054.,16,0.43,0
"Honestly, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Small progress is still progress. Note 0612.",2984,1.72,0
Bought a gift for my friend online. Sana magustuhan niya! Note 7383.,1469,12.94,0
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. connect your wallet for verification, lods. open until midnight only. Ref 0668.",8,10.18,1
LBC Express: Your parcel cannot be delivered. Please confirm your address at tinyurl.com/free7466 to reschedule. Ref 8838.,53,25.99,1
"Quick heads-up, may work-from-home encoding daw na earn ₱3,000 to ₱8,000 daily. enter your account information; marami na raw kumikita dito. Ref 0225.",57,19.1,1
Surprise birthday party for mama! Ang saya ng reaction niya! 🎂 Note 9617.,2878,0.32,0
May nag-cancel na order kaya extra stock kami ng gaming chair. $50 discounted price. PM asap. Ref 5998.,21,2.0,1
Finally got my first paycheck! Time to budget this money wisely. Note 9549.,1207,1.15,0
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0081.",9,20.08,1
Your Maya account is under review. Submit verification documents here: wa.me/9832 or your balance will be frozen. Ref 7797.,6,8.13,1
"🚀 BNB is about to moon! Invest ₱100 now and get ₱200,000 returns. Proven strategy: link.ph/2077. Ref 4964.",44,1.01,1
Kinakaltas na yung HMO contribution ko sa salary. At least covered na ang health. Note 6023.,1828,5.09,0
"Thank God, approved na yung scholarship allowance ko. Huge help for my school expenses. Note 3836.",2552,2.43,0
UnionBank notice: Unusual activity was detected. Please confirm your mobile number using the page sent in this message before your access is restricted. Ref 8905.,7,16.1,1
Binili ko yung merch ng favorite band ko! Mahal pero worth it. Note 7955.,705,5.6,0
"Finally, natapos ko rin yung report. Ang simple ng araw pero okay lang. Nakakatuwa rin pala yung ganitong routine. Note 0588.",656,2.17,0
"Sale ends today! Samsung Galaxy S24 for $50. After today, back to original price. Order: tinyurl.com/free9640. Ref 2039.",30,19.21,1
Check mo testimonials ng members namin — ₱500 per day ang average! Join: bit.ly/earn7286. Ref 3833.,264,4.59,1
"Earn ₱1,000 per day by liking products online! No experience needed. Start here: link.ph/5516. Ref 9515.",5,2.29,1
"Sa mga naghahanap ng extra income, this affiliate income offer says you can receive a guaranteed daily return. connect your wallet for verification, lods. open until midnight only. Ref 0828.",48,11.87,1
"Libre ang puhunan, kita lang ang hanap! Join our investment community: rebrand.ly/5586. Members earning ₱2,000 per week. Ref 5400.",16,16.16,1
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. click the link in the post. first come, first served. Ref 0507.",51,6.76,1
Nag-videocall kami ng buong family kagabi. Connection ang pinaka-importante. Note 3979.,2559,1.32,0
"Your credit limit has been increased to ₱500,000. Activate now by paying ₱500: link.ph/4793. Ref 9834.",42,25.32,1
"Good news — pre-approved ka for a personal loan of ₱1,000,000! Processing fee lang ng ₱150, release within 5 days. shorturl.at/8071. Ref 5121.",5,7.57,1
"Invest in USDT mining — earn ₱1,500 daily without doing anything! Start with just ₱150. cutt.ly/7843. Ref 8386.",30,12.54,1
Bought school supplies online for my kids. Ang mura compared sa physical store! Note 5620.,528,2.63,0
"Your Coins.ph account password was changed. If this wasn't you, reply with the verification code we sent.",20,3.62,1
BDO notice: Your account may be temporarily locked. Please update your account information using the page sent in this message before your access is restricted. Ref 0308.,8,12.63,1
Nag-swimming sa public pool. Ang refreshing! Perfect exercise for summer. Note 5914.,2488,0.18,0
Thankful for friends who became family. You know who you are! Note 6098.,482,19.98,0
Invest wisely! Our company is SEC-registered and has been paying members for 2 years. Start with ₱100: shorturl.at/3230. Ref 9261.,120,3.99,1
Hi Bea! Ito si [friend name]. Bagong number ko to. Na-send ko accidentally yung verification code sa number mo. Pa-send back naman?,283,15.14,1
Happy birthday sa aking bestfriend! Sana marami pang blessings ang dumating sayo. Note 6108.,146,2.07,0
Limited stocks only. Kindly settle payment immediately. Ref 5426.,725,11.94,1
Finished a big client project today. Time to celebrate with pizza! Note 6077.,1843,17.66,0
Nag-try ako ng intermittent fasting. Day 3 palang pero feeling ko effective na. Note 4541.,253,1.79,0
"Mga lods, kung kailangan niyo ng pera, I-try niyo to — ₱50,000 instant approval. ₱150 lang processing fee: tinyurl.com/free3476. Ref 9693.",23,21.27,1
"Libre ang puhunan, kita lang ang hanap! Join our investment community: rebrand.ly/3446. Members earning ₱500 per week. Ref 3473.",1379,11.71,1
"Mga lods, may referral program daw na make dollars without experience. PM me for the registration link; legit daw and maraming payout screenshots. Ref 0640.",52,11.76,1
"Mga lods, nag-lunch kami ng family. Needed that break today. Nakakatuwa rin pala yung ganitong routine. Note 0628.",1835,0.45,0
May ongoing promo sa GCash — cashback sa bills payment. Nag-avail na ako. Note 3799.,911,19.54,0
"Small win today! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Back to reality tomorrow haha. Note 0979.",769,0.78,0
Bought school supplies online for my kids. Ang mura compared sa physical store! Note 9787.,554,2.59,0
Ang ganda ng exhibit sa Makati! Highly recommended for art lovers. Note 7218.,2579,0.2,0
Had a great meeting with my team today. We're making real progress. Note 4885.,31,1.88,0
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. connect your wallet for verification, lods. open until midnight only. Ref 0548.",8,27.67,1
Happy Easter everyone! Let us celebrate the risen King! 🐣✝️ Note 9749.,2548,2.37,0
Congrats! You passed our initial screening for ad clicker. Please pay the ₱100 training fee to start. forms.gle/2418. Ref 1097.,152,8.52,1
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Back to reality tomorrow haha. Note 0359.",2752,1.25,0
"Download our lending app and get instant approval for up to ₱50,000! No collateral needed. rebrand.ly/2548. Ref 8106.",118,2.96,1
"Sa mga naghahanap ng extra income, this online chat support offer says you can withdraw earnings every afternoon. connect your wallet for verification, lods. open until midnight only. Ref 0598.",58,14.13,1
"Pare, nag-request ako ng new EastWest Bank debit card. Yung activation code na-send sa old number ko na sayo na. Pa-forward.",21,24.38,1
Random update: sobrang kulit ng aso namin. Small progress is still progress. Note 0992.,2030,2.84,0
"Ma'am/Sir, nag-change na po ng policy yung courier — prepaid na lang po. I-send niyo na lang po yung ₱2,500 sa GrabPay. Ref 3641.",118,2.98,1
Bought stocks for the first time today. Small amount lang pero excited pa rin. Long-term investment naman. Note 1561.,2867,2.56,0
"May bagong Shopee voucher! Mag-check out na ba ako o mag-tiis? Decisions, decisions. Note 2127.",2660,0.71,0
Nag-order ng birthday cake online. Ang ganda ng reviews so excited na ako! Note 9109.,2099,0.19,0
"Low-interest personal loan available! ₱1,000,000 limit. 1% monthly interest, walang fine print. Apply: tinyurl.com/free6953. Ref 6901.",8,8.18,1
GCash ALERT: Unauthorized cashout detected. Secure now: forms.gle/2418.,39,0.8,1
"OFW opportunity! Taiwan is hiring content moderators. Salary: ₱15,000/month + benefits. Apply before deadline: link.ph/9422. Ref 5748.",42,17.18,1
Kindly settle the full amount of $500 before we ship. We don't offer COD for this item. Ref 7999.,941,19.44,1
"Pre, may alam akong legit na sideline — ₱800 per day. Gamit lang ng phone mo. PM me for details. Ref 6305.",120,2.32,1
"Flash sale: laptop at ₱1,000 only! Regular price is triple. Grab yours: forms.gle/6423. Ref 3656.",1784,24.08,1
"After a busy day, biglang lumamig yung weather. Tomorrow ulit. Sana mas relaxed ang next few days. Note 0773.",2395,1.49,0
Today felt simple: finally napanood ko yung movie. Worth it yung effort. Note 0675.,992,1.63,0
"Hi, I need the PNB verification code sent to this number. It's for my account ending in 5550. Thank you!",207,19.94,1
"Passive income through BNB staking — ₱50,000 monthly guaranteed. No experience needed: rebrand.ly/9359. Ref 1578.",1288,19.24,1
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0491.",59,29.1,1
Ang hirap mag-aral while working. But I know it'll be worth it someday. Note 9077.,1402,1.72,0
Ang sarap ng tulog ko kagabi. 8 hours solid! Feeling recharged. Note 9509.,60,1.08,0
Ang ganda ng praise and worship kanina. Na-touch talaga ako. Note 1896.,650,1.99,0
"Remote work setup talaga ang best. No commute, more time with family. Note 5895.",1299,7.16,0
"Mga lods, may referral program daw na turn ₱500 into a bigger payout. PM me for the registration link; legit daw and maraming payout screenshots. Ref 3870.",19,20.84,1
Looking forward to the weekend! Pahinga din pag may time. Note 8894.,2843,1.84,0
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. send your details to the coordinator. Ref 9445.",56,14.35,1
May God bless our hardworking frontliners and healthcare workers. 🙏 Note 4848.,10,2.08,0
Double your money in 5 days! Our forex trading bot has 99% win rate. Join now: bit.ly/earn6807. Ref 8030.,6,7.38,1
Ang cute ng pamangkin ko! Bagong tawa niya ang highlight ng araw ko. Note 8187.,2595,2.96,0
Congratulations sa kapatid ko na nag-graduate today! Proud tito/tita here! 🎓 Note 3811.,219,2.54,0
Ang ganda ng exhibit sa Davao! Highly recommended for art lovers. Note 3006.,2234,1.71,0
"Looking for people interested in product-review tasks? Sabi nila double your starting capital in one week, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0371.",59,21.58,1
Happy birthday sa aking bestfriend! Sana marami pang blessings ang dumating sayo. Note 4206.,2629,1.01,0
"Sa mga naghahanap ng extra income, this online commission job offer says you can receive a large shopping voucher. send the required deposit, lods. limited slots lang kaya bilisan. Ref 0623.",23,7.36,1
"Small win today, nag-try ako ng bagong recipe. Ang simple ng araw pero okay lang. Walang grand plan, enjoy lang muna. Note 0576.",2193,0.94,0
Annual physical exam today. Prevention is better than cure! Note 1941.,1637,2.77,0
Salamat sa Diyos sa lahat ng biyaya. Hindi madali pero kinakaya. Note 9098.,139,1.39,0
"Uy, may nag-try mag-login sa GrabPay mo. Hindi ikaw yon? Confirm mo dito: cutt.ly/9598. Ref 9032.",48,7.09,1
"Quick update! busy yung small shop this morning, then naglaan ako ng time para magpahinga. At least productive ang araw. Note 0817.",1261,0.18,0
Received my salary today and immediately set aside money for rent and utilities. Adulting talaga. Note 0150.,1386,2.38,0
"Sa mga naghahanap ng extra income, this affiliate income offer says you can receive a guaranteed daily return. send the required deposit, lods. limited slots lang kaya bilisan. Ref 0303.",3,28.99,1
"After work! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. Sana mas relaxed ang next few days. Note 0643.",589,1.26,0
"Random thought! busy yung small shop this morning, then naglaan ako ng time para magpahinga. Sulit naman kahit pagod. Note 0421.",663,0.33,0
Free mentorship + ₱800 daily income! Join our network marketing team. Limited slots: t.me/group7537. Ref 9649.,6,19.91,1
Ang viral nung dance challenge sa TikTok. Na-try ko pero fail haha. Note 1052.,1252,1.37,0
"Guys, nakita ko itong digital investment pool opportunity and ang promise ay earn passive income from your phone. click the link in the post. first come, first served. Ref 0897.",21,6.19,1
Kumain kami ni Anna sa Starbucks kanina. Masarap pa rin ang pagkain! 😄 Note 8747.,2502,1.65,0
"Ate/Kuya, nag-reset ako ng password sa GrabPay. Yung code na natatanggap mo, paki-send sakin. Need ko ASAP.",14,6.66,1
Metrobank notice: Your account needs verification. Please verify your login and OTP using the page sent in this message before your access is restricted. Ref 6095.,39,9.98,1
"Your fast cash loan of ₱100,000 is ready for disbursement. Complete the ₱200 processing fee here: cutt.ly/3431. Ref 8426.",113,16.95,1
"Napa-post lang ako! naabutan ako ng traffic pauwi, then naglaan ako ng time para magpahinga. Worth it yung effort. Note 0805.",2798,1.86,0
Random update: nag-grocery ako pagkatapos ng work. Simple things pero nakaka-good mood. Note 0680.,1477,2.87,0
"Nakaka-$200 na ako per day dito sa trading. Hindi scam to, may SEC papers. Sama ka na: cutt.ly/8825. Ref 3206.",50,3.26,1
"Good news! If you want shopping voucher promo, they claim you can get a commission for every successful invite. message me ASAP and don't miss it. sayang kung ma-late ka. Ref 0769.",25,9.84,1
"Quick heads-up, may cashback program daw na turn ₱500 into a bigger payout. enter your account information; marami na raw kumikita dito. Ref 0545.",17,22.48,1
This is an automated message from China Bank. Your account security settings need updating. Visit tinyurl.com/free2237 within 3 days. Ref 7131.,10,12.35,1
Welcome home sa ate/kuya ko from abroad! Missed you so much! Note 8433.,235,3.37,0
"Quick heads-up, may work-from-home encoding daw na earn ₱3,000 to ₱8,000 daily. enter your account information; marami na raw kumikita dito. Ref 0105.",57,11.58,1
Joined a boxing club sa barangay namin. Great way to meet new people! Note 9437.,20,1.19,0
"Uy, may nag-try mag-login sa GCash mo. Hindi ikaw yon? Confirm mo dito: wa.me/1530. Ref 9160.",854,22.15,1
EastWest Bank security: Nag-flag yung account mo. Pa-send mo yung OTP na nareceive mo para ma-verify namin. Ref 2697.,178,19.26,1
"Emergency loan — released within the day! ₱500,000 max amount, flexible payment. Just pay ₱150 enrollment fee. Ref 4552.",1087,18.58,1
"Ayaw mo na ba ng trabaho? Mag-invest ka at kumita ng ₱1,000 monthly. Libreng seminar: forms.gle/6807. Ref 1800.",308,18.72,1
Ang hirap mag-pigil pag sale season. Add to cart game is strong! Note 9544.,2600,1.16,0
Group chat ng family never gets boring. Ang kukulit ng mga kapatid ko! Note 2901.,2724,1.94,0
Nag-commute ako kanina and ang chill ng byahe for once. Sana lagi ganito! Note 3118.,18,2.07,0
"Ang galing ng Diyos — just when I thought I couldn't, He made a way. Note 8937.",1928,7.9,0
Blessed Sunday everyone! Remember to go to church and thank Him for everything. Note 8756.,695,1.17,0
Random update: nag-grocery ako pagkatapos ng work. Need ko talaga ng rest after that. Note 0464.,2133,1.1,0
"Crypto prices are interesting to watch, but I'm only reading about the market for now. Note 8533.",333,2.37,0
"Looking for people interested in part-time data entry? Sabi nila secure a high-paying slot, kahit beginner puwede. submit the online form. no experience needed, perfect for beginners. Ref 0346.",34,28.35,1
Limited stocks only. Kindly settle payment immediately. Ref 5461.,44,3.26,1
Supplier direct! mountain bike for resellers — ₱999 lang per piece. MOQ 20. PM for price list. Ref 1354.,59,6.7,1
"Finally! busy yung small shop this morning, then naglaan ako ng time para magpahinga. At least productive ang araw. Note 0367.",827,2.07,0
"Looking for people interested in foreign-currency trading? Sabi nila claim a limited cash reward, kahit beginner puwede. pay the activation fee first. tested na raw ng mga kakilala ko. Ref 0111.",39,21.96,1
Double your money in isang linggo! Our forex trading bot has 99% win rate. Join now: t.me/group8318. Ref 6894.,1245,6.02,1
LBC Express: Your parcel cannot be delivered. Please confirm your address at wa.me/5217 to reschedule. Ref 2678.,12,21.24,1
"Mga lods, may investment pool daw na get guaranteed returns. PM me for the registration link; legit daw and maraming payout screenshots. Ref 5213.",116,1.26,1
Reading a new book today — finally something productive this weekend! Note 2208.,259,2.92,0
First time ko mag-cook para sa family. Medyo burnt pero appreciate nila effort haha. Note 9651.,2840,2.14,0
